Library	Dataset	Manuscript	FileName	Bibliographical record	IIIF image ID	Width (px)	Height (px)
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0123	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0123	4264	5487
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0125	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0125	4264	5531
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0126	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0126	4264	5488
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0127	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0127	4264	5454
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0128	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0128	4264	5466
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0133	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0133	4264	5454
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0135	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0135	4264	5379
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0136	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0136	4264	5521
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0137	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0137	4264	5379
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0139	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0139	4264	5465
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0147	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0147	4264	5625
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0149	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0149	4264	5481
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0150	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0150	4264	5461
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0152	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0152	4264	5505
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0155	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0155	4264	5568
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0156	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0156	4264	5479
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0157	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0157	4264	5568
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0159	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0159	4264	5413
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0163	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0163	4264	5723
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0166	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0166	4264	5723
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0167	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0167	4264	5926
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0168	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0168	4264	5530
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0170	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0170	4264	5435
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0171	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0171	4264	5403
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0174	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0174	4264	5381
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0175	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0175	4264	5321
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0177	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0177	4264	5423
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0178	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0178	4264	5524
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0179	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0179	4264	5554
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0184	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0184	4264	5807
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0186	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0186	4264	5665
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0188	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0188	4264	5496
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0191	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0191	4264	5461
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0193	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0193	4264	5461
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0195	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0195	4264	5461
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0199	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0199	4264	5472
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0202	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0202	4264	5702
BULAC	RASAM1	MS.ARA.609	BULAC_MS_ARA_609_0203	https://bina.bulac.fr/s/bina/ark:/73193/b63z67	0203	4264	5804
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0003	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0003	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0004	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0004	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0005	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0005	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0006	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0006	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0007	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0007	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0008	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0008	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0009	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0009	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0010	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0010	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0011	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0011	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0012	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0012	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0013	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0013	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0014	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0014	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0015	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0015	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0016	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0016	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0017	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0017	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0018	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0018	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0019	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0019	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0020	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0020	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0021	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0021	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0022	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0022	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0023	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0023	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0024	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0024	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0025	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0025	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0026	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0026	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0027	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0027	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0028	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0028	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0029	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0029	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0030	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0030	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0031	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0031	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0032	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0032	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0033	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0033	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0034	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0034	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0035	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0035	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0036	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0036	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0037	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0037	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0038	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0038	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0039	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0039	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0040	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0040	3819	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0041	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0041	3941	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0042	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0042	3778	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0043	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0043	3778	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0044	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0044	3778	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0045	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0045	3876	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0046	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0046	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0047	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0047	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0048	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0048	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0049	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0049	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0050	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0050	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0051	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0051	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0052	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0052	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0053	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0053	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0054	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0054	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0055	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0055	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0056	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0056	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0057	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0057	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0058	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0058	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0059	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0059	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0060	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0060	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0061	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0061	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0062	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0062	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0063	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0063	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0064	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0064	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0065	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0065	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0066	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0066	3794	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0067	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0067	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0068	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0068	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0069	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0069	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0070	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0070	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0071	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0071	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0072	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0072	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0073	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0073	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0074	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0074	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0075	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0075	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0076	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0076	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0077	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0077	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0078	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0078	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0079	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0079	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0080	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0080	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0081	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0081	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0082	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0082	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0083	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0083	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0084	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0084	3860	4796
